,FITIN,FRIEND1,FRIEND2,FRIEND5,DEVICEA,DEVICEC,INTREQ,SNS1_1,SNS1_2,SNS1_3,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,CELL1_1,OH1A,OH1B,OH1C,OH1D,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GENDER,AGE
269,2,2,2,3,1,1,2,0,1,0,0,1,1,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,1,1,0,0,1,0,0,0,0,2,14
270,1,3,1,2,1,1,1,1,1,0,0,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,3,1,1,1,1,0,1,1,0,2,17
271,2,3,1,2,1,1,1,0,0,1,1,1,1,0,0,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2,1,0,1,0,0,0,0,1,14
272,1,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,2,2,1,0,1,0,0,0,0,1,17
273,1,4,1,2,1,1,1,0,1,1,1,1,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,16
274,2,4,1,2,1,1,2,0,1,0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2,1,0,0,0,0,0,0,2,16
275,1,3,1,2,1,1,1,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,3,1,1,1,0,0,0,0,1,13
276,2,3,1,2,1,1,1,1,1,1,1,1,1,0,0,0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,3,1,0,0,0,1,0,1,0,2,13
277,1,4,1,2,1,1,2,0,1,1,1,0,1,0,0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,0,0,1,1,0,0,2,17
278,2,3,1,2,1,1,2,1,1,0,0,1,1,1,1,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,1,1,0,0,2,15
279,2,3,1,3,1,1,2,0,0,0,0,1,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,16
280,2,2,1,2,1,1,1,0,1,0,0,1,1,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,1,2,15
281,1,2,1,4,1,1,2,0,0,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,3,2,0,0,0,0,0,0,1,2,14
282,1,3,3,2,1,1,2,0,1,0,0,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,0,0,0,0,0,0,1,2,16
283,1,1,1,2,1,1,1,1,1,0,0,1,1,0,0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,0,0,0,1,0,1,15
284,2,4,1,1,1,1,2,0,1,0,0,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,2,1,1,1,1,0,1,0,1,16
285,1,2,1,2,1,2,1,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,15
286,1,3,1,3,1,1,2,1,1,1,1,1,1,0,0,0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2,2,2,1,1,1,0,0,0,0,0,1,15
287,2,4,1,2,1,1,1,0,1,1,1,1,1,0,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,2,0,0,0,0,0,0,1,1,17
288,1,3,1,3,1,1,2,1,1,1,1,1,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2,0,0,1,0,0,1,0,1,13
289,1,2,1,2,1,1,2,0,0,0,0,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,1,2,0,0,0,0,0,0,1,1,15
290,2,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,3,3,0,0,1,0,0,1,0,2,14
291,2,1,2,2,1,1,3,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,2,17
292,1,2,4,2,1,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,1,2,13
293,1,3,1,2,1,1,1,1,1,0,0,1,1,1,0,0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2,3,3,3,0,0,1,0,0,0,0,2,13
294,2,2,1,2,1,1,2,0,1,1,1,1,1,0,0,0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,1,1,0,1,0,0,2,17
295,2,4,1,2,1,1,2,0,1,0,0,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,15
296,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,3,1,1,1,0,1,1,0,2,16
297,1,1,4,2,1,1,1,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,1,0,1,17
298,1,2,1,2,1,2,1,0,1,1,1,1,1,0,0,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0,0,0,0,1,0,0,1,15
299,2,3,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,3,2,1,0,0,0,1,0,0,2,16
300,1,3,1,2,1,1,2,0,0,0,0,1,0,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2,0,0,0,0,0,0,1,2,15
301,2,2,1,3,1,2,2,1,1,0,0,1,1,0,0,0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,1,16
302,1,3,2,2,1,1,2,0,1,1,1,1,1,1,0,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,0,0,0,0,0,0,2,13
303,1,1,1,2,1,1,1,0,0,1,1,1,1,0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,2,0,0,1,1,0,1,0,1,17
304,1,4,4,2,1,1,1,0,1,0,0,0,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2,1,0,0,0,0,0,0,1,2,16
305,1,3,1,2,1,2,2,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,3,2,1,1,0,0,1,0,0,1,15
306,1,1,1,2,1,1,2,1,0,0,0,0,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,1,0,0,0,0,0,0,1,2,13
307,1,3,1,2,1,1,1,1,1,0,0,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,1,1,1,0,1,0,1,0,0,2,16
308,1,1,1,2,1,1,1,0,0,1,1,1,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,2,1,0,0,0,1,1,0,0,2,16
309,2,2,1,2,1,1,1,0,1,0,0,1,1,1,0,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,1,1,0,0,1,0,0,0,0,2,15
310,2,4,2,2,1,2,2,0,0,1,1,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0,0,0,0,2,16
311,2,3,1,3,1,1,1,0,1,0,0,1,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,3,1,0,1,0,1,0,0,1,15
312,1,4,4,2,1,1,3,0,0,1,1,0,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,1,1,1,0,0,1,0,1,16
313,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,2,0,0,0,0,0,0,1,2,15
314,2,2,2,3,2,1,3,1,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,2,3,0,0,0,0,0,1,0,1,17
315,2,2,1,2,1,1,1,1,1,0,0,0,1,1,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1,0,0,0,0,0,0,1,2,14
316,2,3,1,3,1,1,2,1,1,1,1,1,1,0,0,0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,1,0,0,0,0,0,0,1,2,15
317,1,4,1,2,1,1,1,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,15
318,2,4,1,2,1,1,2,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,15
319,1,4,4,1,2,1,2,0,0,0,0,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0,0,0,1,0,0,2,15
320,1,3,1,2,1,1,2,0,0,1,1,0,1,0,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,0,1,16
321,2,3,3,2,1,1,4,0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,0,1,13
322,1,1,1,3,1,1,2,0,1,1,1,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,3,3,0,0,0,0,0,0,1,1,16
323,1,1,1,2,1,1,2,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,2,0,0,0,0,0,0,1,1,14
324,1,4,1,3,1,1,2,0,1,0,0,1,1,0,1,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2,1,1,0,0,0,0,1,0,0,1,14
325,1,1,1,2,1,2,1,1,1,0,0,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,1,1,1,1,1,0,1,0,0,1,14
326,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,98,1,2,1,0,0,0,1,0,0,1,13
327,1,1,1,2,1,1,2,0,1,0,0,1,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0,1,0,1,1,0,1,15
328,2,3,1,2,1,1,1,0,1,1,1,1,1,0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,2,1,0,0,0,0,1,0,0,2,16
329,1,4,3,2,1,1,2,0,1,1,1,1,1,0,0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2,1,1,0,0,1,0,1,0,0,2,16
330,2,3,1,2,1,1,1,0,1,0,0,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,2,1,1,1,1,1,0,0,0,0,1,15
331,1,3,1,2,1,1,1,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2,1,1,0,0,0,0,0,0,1,1,16
332,1,1,1,2,1,1,2,1,1,0,0,1,1,0,0,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,15
333,2,1,1,3,1,1,1,0,1,1,1,0,0,0,0,0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2,2,2,0,0,0,1,0,0,0,2,17
334,1,1,1,2,1,1,1,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,2,1,0,0,0,0,0,0,1,2,14
335,1,1,1,2,1,2,1,0,1,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,1,0,0,0,0,2,14
336,1,1,1,2,1,1,2,0,1,1,1,1,1,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2,0,0,0,0,0,0,1,2,14
337,2,1,2,4,1,1,1,0,1,1,1,1,1,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,2,0,0,0,0,0,0,1,2,15
338,1,3,1,2,1,1,3,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,14
339,1,4,1,2,1,1,1,0,1,0,0,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,2,1,1,0,0,0,0,0,0,2,13
340,2,3,1,4,1,1,1,1,1,1,1,1,1,0,1,0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3,3,3,3,1,1,1,0,1,0,0,1,15
341,1,2,1,2,2,1,2,1,1,0,0,1,1,0,0,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,0,0,0,0,0,2,13
342,2,4,3,2,1,1,2,0,0,1,1,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,15
343,1,3,1,2,1,1,2,1,1,1,1,1,1,0,0,0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,2,1,0,1,0,0,1,1,0,2,17
344,1,3,1,2,1,1,2,1,0,1,1,0,1,0,0,0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,0,1,17
345,1,3,1,4,1,1,1,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,1,0,1,0,1,1,0,2,16
346,2,2,1,2,1,1,1,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,1,1,1,0,1,0,0,0,0,1,16
347,1,2,1,2,1,2,1,1,1,1,1,1,1,0,0,0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,1,2,15
348,2,4,2,4,1,1,1,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,2,1,0,1,1,0,0,0,0,1,14
349,2,4,1,2,1,1,2,1,0,0,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,17
350,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2,2,2,0,0,0,0,0,0,1,1,14
351,2,4,1,3,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,0,0,1,0,0,0,0,1,17
352,1,2,2,4,1,1,2,0,1,0,0,1,1,0,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,0,0,0,0,1,0,0,1,14
353,2,1,1,3,1,1,1,0,1,0,0,1,0,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,2,1,1,0,0,0,0,0,1,16
354,1,4,1,2,1,2,2,0,1,0,0,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,2,1,0,0,0,0,0,0,1,1,16
355,1,3,2,2,1,1,2,0,0,1,1,0,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,1,1,0,2,13
356,1,2,1,2,1,1,1,0,1,1,1,1,1,0,0,0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2,2,1,1,1,1,1,1,0,2,15
357,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,2,1,0,1,0,1,0,0,2,16
358,1,1,1,2,1,1,1,1,1,0,0,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,1,1,0,2,16
359,2,3,1,3,1,1,2,1,1,1,1,0,1,0,1,0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,1,1,0,1,0,0,1,0,1,14
360,2,1,2,2,1,2,2,1,1,0,0,1,1,0,0,0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,0,0,0,1,0,2,15
361,2,3,1,2,1,1,1,1,1,1,1,1,1,1,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,1,1,1,1,0,0,1,1,0,1,15
362,2,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,0,0,1,1,0,2,14
363,1,1,1,4,1,2,1,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,2,2,0,0,0,0,0,0,1,1,13
364,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,0,0,0,0,0,0,1,2,15
365,1,3,1,2,1,1,1,1,1,0,0,1,1,0,0,0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,2,0,0,0,1,1,0,0,2,16
366,2,2,1,2,1,1,2,0,0,1,1,1,0,0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,14
367,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2,2,1,2,1,0,1,0,0,0,0,2,17
368,1,3,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2,2,0,0,1,1,0,0,0,2,16
369,2,3,2,2,1,1,1,0,1,0,0,1,1,0,0,0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,2,1,1,1,0,0,0,0,2,13
370,1,2,2,2,1,1,4,0,0,0,0,0,1,0,0,0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,1,1,0,0,0,0,0,0,1,1,14
371,1,1,1,2,1,1,1,0,1,0,0,1,1,1,0,0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,1,2,1,1,1,0,1,1,0,2,17
372,1,4,1,2,1,1,1,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1,0,0,0,0,0,0,1,2,17
373,2,3,1,2,1,1,1,0,1,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,2,0,0,0,0,0,0,1,1,14
374,2,2,1,3,1,1,2,0,1,1,1,1,1,0,0,0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2,1,1,0,0,0,0,1,1,0,1,17
375,1,3,2,2,1,1,2,0,0,1,1,1,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1,1,1,1,1,1,0,1,1,0,2,17
376,2,2,1,2,1,2,1,0,1,1,1,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,3,3,0,0,0,0,0,0,1,2,16
377,2,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,3,2,0,0,0,0,0,0,1,1,17
378,1,3,3,2,1,1,2,0,1,0,0,1,1,0,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,13
379,2,1,4,2,1,2,3,1,1,1,1,1,1,1,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,0,1,15
380,1,3,3,2,1,1,1,0,1,0,0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,2,2,0,0,0,0,0,0,1,2,13
381,1,1,1,1,1,1,2,0,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2,3,2,1,1,0,1,0,0,1,0,1,15
382,2,4,2,2,1,1,1,1,0,1,1,0,1,0,1,0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1,1,3,1,1,1,1,0,0,0,1,15
383,1,3,3,1,1,1,2,0,1,1,1,1,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,2,2,0,0,0,0,0,0,1,2,14
384,1,2,1,3,1,1,2,0,1,0,0,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,0,1,0,0,0,0,0,1,15
385,1,3,1,3,1,1,3,0,0,0,0,0,0,0,0,1,,,,,,,,,,0.0,1,3,1,1,0,0,0,0,0,0,1,2,13
386,2,2,1,2,1,2,1,1,1,1,1,1,1,0,0,0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,0,1,1,1,1,1,0,2,15
387,1,2,1,2,1,1,1,0,1,1,1,1,1,0,0,0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1,1,1,1,0,1,0,0,1,0,2,14
388,1,3,2,2,1,1,1,1,1,1,1,1,1,1,0,0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,1,1,1,0,1,1,0,2,15
389,1,1,1,2,2,1,2,0,0,1,1,1,1,0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,2,1,1,1,0,0,0,0,0,0,1,1,17
390,1,4,4,3,1,1,1,1,1,0,0,1,1,1,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,0,0,0,0,0,0,1,2,15
391,1,4,1,2,1,1,1,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,2,0,0,1,0,0,0,0,2,15
392,2,4,2,2,1,1,2,0,0,1,1,1,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,2,3,0,0,0,0,0,1,0,1,15
393,1,1,3,3,1,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1,1,0,0,0,0,0,0,2,15
394,1,2,1,3,1,1,1,0,1,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,2,0,0,0,0,0,0,1,2,13
395,1,2,2,2,1,1,2,0,1,1,1,1,1,1,0,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1,1,1,0,0,0,0,0,0,2,16
396,1,4,1,2,98,1,1,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,1,1,1,0,0,0,0,0,0,1,2,13
397,2,4,1,2,1,1,2,1,0,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3,2,1,1,0,1,0,0,0,0,1,15
398,1,2,2,2,2,1,3,0,0,0,0,1,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,1,1,2,0,0,0,0,0,0,1,1,14
399,2,4,4,2,1,1,1,0,0,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,0,0,0,1,1,0,2,13
400,2,3,3,2,1,1,1,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,13
401,2,4,1,4,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2,1,1,1,0,0,0,1,0,0,1,15
402,1,2,3,3,1,1,1,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,13
403,2,3,1,2,1,1,2,1,0,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,2,13
404,2,1,1,2,1,1,5,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,1,0,0,0,0,0,0,1,2,14
405,1,2,2,2,1,2,1,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,2,1,0,1,0,0,0,0,1,15
406,2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,17
