,FITIN,FRIEND1,FRIEND2,FRIEND5,DEVICEA,DEVICEC,INTREQ,SNS1_1,SNS1_2,SNS1_3,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,CELL1_1,OH1A,OH1B,OH1C,OH1D,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GENDER,AGE
130,1,3,3,2,1,1,1,1,1,1,1,1,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2,0,0,0,0,0,0,1,1,17
131,1,4,1,2,1,1,2,0,1,0,0,1,0,0,0,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,15
132,2,2,4,2,1,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,2,1,0,0,0,1,0,0,0,1,13
133,2,3,3,2,1,1,1,0,1,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,2,0,0,0,0,0,1,0,1,16
134,98,1,1,2,1,1,1,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,1,0,0,2,13
135,1,2,1,2,1,1,1,0,1,1,1,1,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,2,1,1,1,1,1,1,0,2,16
136,1,2,2,3,1,1,4,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2,0,0,0,0,0,0,1,1,15
137,1,1,1,2,1,1,2,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,0,0,0,0,0,1,1,16
138,2,1,2,3,1,1,2,1,1,1,1,0,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,3,3,0,0,0,0,0,0,1,1,17
139,2,1,2,2,1,1,2,0,1,0,0,1,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,14
140,2,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1,1,0,0,1,0,1,0,0,2,17
141,2,3,3,2,1,1,2,1,0,0,0,1,1,0,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2,0,1,0,1,0,0,0,1,15
142,2,2,2,2,1,1,1,0,0,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0,1,1,0,1,13
143,2,4,4,3,1,1,2,1,1,1,1,1,1,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,13
144,1,1,1,3,1,1,1,1,1,0,0,1,1,1,0,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3,1,1,1,1,1,1,1,1,0,2,14
145,1,4,2,2,1,1,2,0,1,1,1,1,1,0,0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3,3,3,2,1,0,0,1,1,0,0,2,15
146,2,4,1,2,1,1,1,1,1,1,1,1,1,1,0,0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,3,1,2,1,0,0,0,0,0,0,2,15
147,1,1,1,2,1,1,1,1,0,0,0,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,2,0,0,0,0,0,0,1,1,17
148,2,1,2,4,1,1,1,1,1,1,1,1,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,2,1,0,0,0,0,0,0,1,2,13
149,2,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,0,1,0,0,0,0,2,16
150,1,2,1,2,1,1,1,0,1,0,0,1,0,1,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,2,1,1,0,1,1,1,1,0,2,15
151,2,2,2,2,1,1,4,0,0,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,2,1,0,0,0,0,0,0,1,1,13
152,2,1,1,3,1,1,1,0,1,1,1,0,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,3,3,0,0,0,0,0,0,1,1,14
153,1,4,1,2,1,1,2,1,1,0,0,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2,1,0,0,0,0,0,0,1,1,15
154,1,2,1,4,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,3,3,1,0,0,0,0,0,0,2,13
155,1,4,1,2,1,1,2,0,0,0,0,0,1,0,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,14
156,2,4,1,2,2,2,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1,0,0,0,0,0,0,1,1,13
157,2,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2,1,1,1,0,1,0,1,1,0,2,14
158,1,2,1,2,2,1,1,1,1,1,1,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,2,1,1,1,1,1,1,0,1,17
159,2,4,2,2,98,1,2,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2,1,1,1,0,0,0,0,0,0,1,1,14
160,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,16
161,1,2,2,2,1,2,2,0,0,1,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2,3,3,0,0,0,0,1,0,0,2,14
162,1,2,2,3,1,1,2,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,1,0,1,0,0,1,0,1,15
163,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,2,2,1,1,1,1,1,1,0,1,16
164,2,3,3,2,1,1,2,0,1,1,1,1,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,2,0,0,0,0,0,0,1,2,17
165,2,1,1,2,1,1,2,0,1,0,0,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,2,0,0,0,0,0,0,1,2,13
166,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,1,0,0,2,15
167,2,4,1,2,1,1,1,0,1,1,1,1,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,2,16
168,2,2,4,2,1,1,1,0,1,0,0,1,1,0,0,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2,0,1,0,0,0,0,0,1,16
169,1,4,2,2,1,1,2,0,1,1,1,1,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,1,1,1,0,0,1,0,1,17
170,2,3,2,2,1,1,1,0,1,1,1,1,1,0,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,13
171,2,3,3,3,1,1,2,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,1,0,0,0,0,0,0,1,2,16
172,2,4,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3,1,1,1,0,1,0,0,0,0,2,16
173,1,3,3,2,2,1,2,1,0,0,0,0,1,0,0,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1,1,2,1,0,0,0,0,0,0,1,2,14
174,1,3,1,2,1,1,2,0,1,1,1,1,1,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,16
175,1,2,2,2,1,1,2,0,1,0,0,1,1,0,1,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,1,1,1,1,1,1,0,1,16
176,2,3,1,2,1,1,2,0,1,0,0,0,1,0,1,0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,1,1,1,0,0,0,0,0,0,1,16
177,2,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,1,1,1,0,0,0,0,1,17
178,2,4,2,2,1,1,1,0,1,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,1,1,0,0,0,0,0,0,1,14
179,1,4,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,3,1,2,0,0,0,0,1,0,0,2,15
180,2,4,1,4,1,1,5,1,1,1,1,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,1,2,0,0,0,0,0,1,0,1,14
181,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,0,1,0,1,1,0,1,17
182,2,2,4,2,1,2,2,0,1,0,0,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2,1,0,0,0,0,0,0,1,2,14
183,2,4,3,1,1,1,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,1.0,1,1,1,2,0,0,0,0,0,0,1,2,13
184,2,1,2,2,1,1,3,0,1,1,1,1,1,0,0,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,3,3,0,0,0,0,0,0,1,2,14
185,2,4,1,2,1,1,1,1,1,0,0,1,1,0,1,0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,2,1,1,0,1,0,0,0,0,2,16
186,1,1,1,4,1,1,2,0,1,0,0,0,0,0,0,0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,2,14
187,1,2,2,3,1,1,2,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0,0,0,0,1,0,0,1,16
188,1,3,2,3,1,1,1,1,1,1,1,0,1,1,1,0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,3,2,1,1,0,0,0,1,0,0,2,17
189,1,4,4,2,2,1,1,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,16
190,2,2,2,3,1,1,2,0,0,1,1,0,1,0,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0,0,1,16
191,2,2,1,2,1,1,2,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,0,0,2,17
192,2,2,3,3,1,1,2,0,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,2,1,1,1,0,1,0,1,1,0,2,16
193,2,1,1,3,1,1,2,0,0,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,2,3,0,0,0,0,1,1,0,1,13
194,2,4,1,2,1,1,1,0,1,0,0,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,2,1,1,1,1,0,1,1,0,2,16
195,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,1,2,14
196,2,4,2,2,1,1,2,1,0,1,1,0,1,0,1,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,0,0,0,0,0,0,2,15
197,1,1,1,2,1,1,1,0,0,0,0,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,1,0,1,0,0,0,0,2,13
198,1,4,1,2,1,2,1,1,1,1,1,1,1,0,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,2,3,0,0,0,0,0,0,1,1,13
199,2,4,4,2,1,1,1,1,1,0,0,0,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,1,1,15
200,2,4,1,2,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1.0,2,2,1,1,0,0,0,0,0,0,1,2,13
201,2,2,3,2,1,1,2,0,1,1,1,0,1,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,17
202,2,1,1,4,1,1,2,0,1,1,1,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,2,2,0,0,0,0,0,0,1,1,17
203,2,1,2,2,2,1,1,0,0,1,1,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,1,2,1,1,1,0,0,0,0,1,16
204,1,4,4,2,2,1,3,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,2,0,0,0,0,0,0,1,1,17
205,2,4,1,2,1,1,1,1,1,1,1,1,1,0,0,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,0,1,0,1,0,0,1,14
206,1,3,4,1,2,1,3,0,0,0,0,0,0,0,0,1,,,,,,,,,,,2,2,1,1,0,0,0,0,0,0,0,1,13
207,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,1,1,2,1,0,0,0,0,0,0,1,2,13
208,1,1,1,3,1,1,2,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,0,0,0,2,14
209,2,2,1,3,1,1,1,0,1,0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,2,1,0,0,0,0,0,0,1,1,17
210,1,2,1,2,1,1,2,0,1,0,0,1,0,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,0,0,0,0,0,0,1,1,17
211,1,1,1,3,1,2,1,0,1,1,1,1,1,0,0,0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,1,0,1,14
212,1,4,1,2,1,1,3,0,1,1,1,1,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2,1,0,0,0,0,0,0,1,1,15
213,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,2,1,0,1,0,0,1,0,2,13
214,2,4,2,2,1,1,2,0,1,1,1,1,1,0,1,0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,2,16
215,1,1,1,2,1,1,1,0,1,0,0,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,13
216,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,2,2,1,1,1,0,1,1,0,1,15
217,2,3,2,2,1,1,2,0,0,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,1,2,1,0,1,1,1,1,0,1,16
218,2,4,2,2,1,1,1,1,1,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,16
219,2,2,1,2,1,1,1,1,1,1,1,0,1,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0,0,0,0,0,0,1,1,15
220,1,3,2,2,1,2,1,1,1,1,1,1,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,0,0,0,0,0,0,2,13
221,2,3,1,2,1,1,2,0,1,1,1,0,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1,0,0,0,0,0,0,1,2,16
222,2,4,4,2,1,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,2,0,0,0,0,0,0,1,2,16
223,1,2,1,2,1,1,2,0,1,0,0,0,1,0,0,0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,3,3,1,1,0,1,0,1,0,0,1,15
224,2,1,1,2,1,2,1,0,0,1,1,0,1,0,0,0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,1,1,1,0,0,0,0,2,13
225,2,4,3,2,1,1,1,0,1,1,1,1,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,2,3,0,0,0,0,0,1,0,1,15
226,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3,3,3,3,0,0,0,0,0,1,0,1,13
227,1,4,3,2,1,1,3,0,0,1,1,0,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,2,3,0,0,0,0,0,0,1,1,17
228,2,2,1,2,1,1,2,1,1,1,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2,1,1,1,0,1,0,0,0,0,2,16
229,1,1,1,2,2,1,1,0,1,0,0,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,1,1,1,0,0,0,0,0,0,1,1,14
230,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1,0,1,17
231,2,4,1,2,1,1,1,0,1,0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,0,1,0,0,0,0,2,14
232,1,4,1,3,1,1,1,0,1,0,0,1,1,0,1,0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1,2,1,1,0,0,0,0,0,0,1,15
233,2,4,1,2,1,1,1,0,0,0,0,1,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2,0,0,1,0,0,0,0,2,17
234,1,1,1,2,1,1,2,1,1,0,0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,1,0,0,0,0,1,0,1,16
235,1,1,1,2,1,1,1,0,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,3,2,1,0,0,1,0,0,0,0,2,16
236,2,3,1,3,1,1,2,1,1,1,1,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,2,3,1,0,1,0,1,1,0,2,15
237,1,4,1,2,1,2,1,0,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,2,2,1,0,1,0,0,0,0,2,16
238,2,3,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,1,0,1,0,1,0,0,2,16
239,2,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,1,1,13
240,2,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,0,0,0,0,0,0,1,2,13
241,1,3,1,2,1,1,2,1,1,1,1,1,1,0,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,3,0,0,0,0,0,0,1,2,13
242,2,2,1,3,1,1,2,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3,1,2,1,1,1,1,1,0,0,1,16
243,1,3,3,2,1,1,2,1,0,0,0,1,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,0,0,1,0,0,1,14
244,1,3,1,3,1,1,3,0,0,0,0,0,1,0,0,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3,1,1,0,0,0,0,0,1,0,2,13
245,1,2,1,2,2,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,1,1,1,0,0,1,0,1,16
246,1,4,1,3,1,1,1,0,0,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,0,0,0,1,13
247,2,1,1,3,1,1,1,1,1,0,0,1,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2,1,1,1,0,0,1,1,0,2,17
248,2,2,3,2,1,1,1,0,1,0,0,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,3,2,0,0,0,0,0,0,1,2,15
249,2,3,4,2,1,1,2,0,0,1,1,1,1,0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,0,0,2,16
250,2,1,2,3,1,1,3,1,1,0,0,1,1,0,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,0,0,0,0,0,1,0,1,14
251,1,2,1,2,1,1,2,0,1,0,0,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,1,2,1,0,0,0,1,0,0,1,15
252,1,1,2,4,1,2,1,0,1,1,1,1,1,1,0,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,1,1,0,0,0,0,0,0,1,1,16
253,1,1,1,2,1,1,1,0,1,0,0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,0,1,0,0,1,0,2,15
254,1,4,2,2,1,1,1,0,1,0,0,0,1,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,1,1,0,0,1,0,1,15
255,2,4,1,2,1,1,1,1,1,1,1,1,1,1,0,0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,1,1,0,2,16
256,2,3,4,2,1,1,1,1,1,0,0,1,1,0,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,1,2,15
257,2,1,1,3,1,1,2,0,1,0,0,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,0,0,0,0,0,1,0,1,14
258,2,1,2,2,1,1,2,1,1,0,0,1,1,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,0,0,0,0,0,0,1,2,14
259,1,3,4,3,1,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,1,0,0,0,0,0,0,1,2,14
260,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,1,2,17
261,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,0,1,17
262,2,1,1,3,1,1,1,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2,2,0,0,0,0,0,0,1,1,14
263,2,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,2,1,1,0,0,0,0,1,0,2,16
264,1,3,1,2,1,1,2,1,1,1,1,1,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,0,0,0,2,17
265,2,4,4,1,1,1,1,0,0,0,0,0,1,0,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,3,0,0,0,0,0,0,1,1,15
266,2,2,1,2,1,1,2,0,1,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,13
267,1,4,4,2,1,1,2,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,17
268,1,3,1,2,1,1,3,1,1,1,1,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,1,0,0,0,0,0,0,1,2,17
